# sigma8,om0,ode0
8.093724087431249936e-01,3.332150970284376568e-01,7.122263245828110989e-01
8.121996069044098432e-01,3.313272747157953169e-01,7.168998632318226427e-01
8.105830328084886460e-01,3.317702169644438093e-01,7.133714513122586531e-01
8.104439875172838592e-01,3.316350631003441851e-01,7.128781673130708540e-01
8.117688250400758587e-01,3.313120671589467325e-01,7.187653630103654212e-01
8.112296150783854243e-01,3.322773890286661036e-01,7.128590315624822038e-01
8.109365907617512859e-01,3.315386163978428780e-01,7.133605110783495240e-01
8.108560253442936849e-01,3.307392358039800140e-01,7.140145167550195904e-01
8.112645633370710874e-01,3.320344152992967257e-01,7.106177953410357517e-01
8.097525216928035396e-01,3.325039047040586615e-01,7.139831989477022356e-01
8.098259331984405396e-01,3.326629747901732603e-01,7.131802137200671243e-01
8.104771575122423632e-01,3.317059948268116232e-01,7.110412502321651340e-01
8.101067247364681645e-01,3.322450916450916392e-01,7.128007153781849015e-01
8.099248141805113210e-01,3.324998871535947975e-01,7.133159573196047321e-01
8.102382079450671792e-01,3.304743331397381190e-01,7.118205294108949088e-01
8.110702249061543245e-01,3.318602156084098365e-01,7.127048048283652903e-01
8.130514846973887488e-01,3.293027343947618202e-01,7.207334966593768044e-01
8.101595765922020576e-01,3.315505506020319793e-01,7.114479825500327204e-01
8.095019858528035295e-01,3.320517462504530837e-01,7.070563366976576614e-01
8.103542557010434688e-01,3.314746343214788893e-01,7.174739960881333367e-01
8.092953150895420000e-01,3.333353057814356091e-01,7.115768691349437791e-01
